meter_id,consumer_id,region,consumer_type,expected_monthly_kwh,actual_monthly_kwh,usage_ratio,night_usage_ratio,voltage_variance,billing_disputes_1y,is_theft_flag_ground_truth
MTR-001904,CUS-001904,Lahore,Residential,158.6,156.4,0.986,0.339,1.54,0,0
MTR-000030,CUS-000030,Faisalabad,Residential,137.2,124.1,0.905,0.285,1.6,1,0
MTR-002890,CUS-002890,Karachi,Industrial,3689.6,3586.1,0.972,0.25,2.12,1,0
MTR-000423,CUS-000423,Karachi,Residential,221.8,177.0,0.798,0.511,3.2,0,0
MTR-000511,CUS-000511,Karachi,Commercial,1179.5,1253.2,1.062,0.383,1.53,0,0
MTR-002758,CUS-002758,Lahore,Commercial,848.3,976.5,1.151,0.384,2.39,0,0
MTR-002737,CUS-002737,Faisalabad,Residential,62.2,71.7,1.152,0.476,1.82,1,0
MTR-001393,CUS-001393,Peshawar,Residential,91.1,83.4,0.916,0.364,2.02,0,0
MTR-001586,CUS-001586,Peshawar,Commercial,1299.0,941.3,0.725,0.238,2.3,0,0
MTR-001929,CUS-001929,Karachi,Commercial,960.5,999.6,1.041,0.229,3.2,0,0
MTR-002497,CUS-002497,Lahore,Commercial,1099.7,1273.7,1.158,0.377,2.25,1,0
MTR-000787,CUS-000787,Karachi,Residential,115.6,93.3,0.808,0.135,0.1,1,0
MTR-002636,CUS-002636,Faisalabad,Residential,53.0,50.6,0.955,0.294,1.8,0,0
MTR-002538,CUS-002538,Islamabad,Residential,185.2,193.1,1.043,0.126,3.57,0,0
MTR-000402,CUS-000402,Lahore,Residential,80.3,72.2,0.899,0.308,3.14,0,0
MTR-000433,CUS-000433,Islamabad,Commercial,710.6,563.2,0.793,0.368,2.79,0,0
MTR-001151,CUS-001151,Faisalabad,Residential,211.1,192.3,0.911,0.322,3.18,3,0
MTR-000073,CUS-000073,Faisalabad,Residential,157.9,147.1,0.932,0.375,2.82,0,0
MTR-001536,CUS-001536,Multan,Residential,336.2,260.1,0.774,0.457,3.16,1,0
MTR-002709,CUS-002709,Lahore,Residential,170.0,191.9,1.129,0.289,0.88,0,0
MTR-000621,CUS-000621,Peshawar,Residential,132.4,157.1,1.186,0.525,1.94,0,0
MTR-001437,CUS-001437,Islamabad,Residential,196.8,197.5,1.004,0.317,2.15,1,0
MTR-001559,CUS-001559,Multan,Commercial,1594.4,1734.0,1.088,0.376,2.05,0,0
MTR-001566,CUS-001566,Multan,Residential,143.5,118.0,0.822,0.251,1.42,1,0
MTR-000324,CUS-000324,Faisalabad,Residential,167.2,164.4,0.983,0.43,2.15,0,0
MTR-000332,CUS-000332,Rawalpindi,Residential,277.3,258.0,0.931,0.383,0.3,0,0
MTR-001392,CUS-001392,Multan,Residential,64.4,20.1,0.312,0.553,4.75,1,1
MTR-000650,CUS-000650,Peshawar,Residential,102.3,69.2,0.676,0.304,1.33,0,0
MTR-002236,CUS-002236,Peshawar,Residential,87.7,84.5,0.964,0.2,0.1,0,0
MTR-001533,CUS-001533,Islamabad,Residential,66.6,71.6,1.075,0.337,2.02,0,0
MTR-002163,CUS-002163,Islamabad,Industrial,2834.4,2915.4,1.029,0.164,3.55,0,0
MTR-000543,CUS-000543,Islamabad,Residential,166.6,182.3,1.094,0.273,0.1,1,0
MTR-002958,CUS-002958,Islamabad,Industrial,6189.7,5745.2,0.928,0.315,1.76,1,0
MTR-001818,CUS-001818,Islamabad,Commercial,1243.2,822.0,0.661,0.49,0.38,0,0
MTR-001624,CUS-001624,Multan,Residential,264.1,298.9,1.132,0.325,2.26,0,0
MTR-001177,CUS-001177,Multan,Commercial,1081.5,1180.0,1.091,0.311,2.87,0,0
MTR-000679,CUS-000679,Rawalpindi,Residential,234.1,278.2,1.188,0.295,1.19,1,0
MTR-002096,CUS-002096,Multan,Industrial,2860.3,2885.8,1.009,0.193,1.58,1,0
MTR-002029,CUS-002029,Multan,Commercial,707.4,742.7,1.05,0.307,1.85,1,0
MTR-001659,CUS-001659,Lahore,Residential,116.1,148.6,1.28,0.308,3.24,0,0
MTR-001637,CUS-001637,Multan,Residential,290.0,225.6,0.778,0.223,0.6,0,0
MTR-000239,CUS-000239,Karachi,Residential,161.2,169.8,1.053,0.205,1.55,0,0
MTR-002124,CUS-002124,Faisalabad,Residential,170.1,195.0,1.146,0.261,3.57,0,0
MTR-002619,CUS-002619,Multan,Residential,169.8,174.1,1.026,0.305,1.27,0,0
MTR-002290,CUS-002290,Rawalpindi,Residential,138.6,139.7,1.008,0.263,1.61,0,0
MTR-000764,CUS-000764,Karachi,Residential,138.6,113.9,0.822,0.216,2.18,0,0
MTR-001128,CUS-001128,Lahore,Commercial,818.4,962.5,1.176,0.323,4.33,1,0
MTR-001885,CUS-001885,Peshawar,Residential,276.8,312.3,1.128,0.343,0.88,0,0
MTR-001116,CUS-001116,Multan,Residential,196.8,227.1,1.154,0.31,2.76,0,0
MTR-001102,CUS-001102,Islamabad,Residential,197.6,197.1,0.997,0.255,0.81,1,0
MTR-002847,CUS-002847,Peshawar,Residential,117.2,112.7,0.962,0.348,0.99,0,0
MTR-002330,CUS-002330,Peshawar,Residential,265.6,265.4,0.999,0.285,1.49,0,0
MTR-001361,CUS-001361,Peshawar,Residential,205.5,247.4,1.204,0.205,2.46,0,0
MTR-002316,CUS-002316,Faisalabad,Residential,285.1,276.2,0.969,0.383,1.45,0,0
MTR-001407,CUS-001407,Lahore,Residential,190.5,224.4,1.178,0.328,2.13,0,0
MTR-002529,CUS-002529,Islamabad,Residential,102.1,100.3,0.982,0.29,1.28,0,0
MTR-000343,CUS-000343,Multan,Residential,231.8,208.0,0.897,0.174,2.08,0,0
MTR-001105,CUS-001105,Karachi,Residential,210.5,158.0,0.751,0.24,0.7,0,0
MTR-002592,CUS-002592,Karachi,Residential,214.4,229.2,1.069,0.461,0.73,0,0
MTR-000557,CUS-000557,Lahore,Residential,107.4,117.3,1.092,0.179,1.49,0,0
MTR-001475,CUS-001475,Karachi,Residential,183.9,158.5,0.862,0.28,2.61,0,0
MTR-002703,CUS-002703,Multan,Residential,127.7,150.3,1.177,0.299,2.19,0,0
MTR-000594,CUS-000594,Rawalpindi,Commercial,1494.5,1246.8,0.834,0.326,1.23,0,0
MTR-001557,CUS-001557,Faisalabad,Residential,104.2,113.1,1.085,0.18,0.87,0,0
MTR-000411,CUS-000411,Islamabad,Residential,64.1,69.9,1.091,0.314,3.03,0,0
MTR-001055,CUS-001055,Rawalpindi,Residential,192.5,217.3,1.129,0.165,3.36,1,0
MTR-002473,CUS-002473,Rawalpindi,Commercial,956.3,266.6,0.279,0.778,6.75,1,1
MTR-000108,CUS-000108,Faisalabad,Residential,169.5,191.2,1.128,0.248,2.36,0,0
MTR-002025,CUS-002025,Karachi,Residential,57.3,56.3,0.983,0.231,0.1,0,0
MTR-002706,CUS-002706,Rawalpindi,Residential,211.2,202.6,0.959,0.367,2.59,1,0
MTR-000318,CUS-000318,Multan,Commercial,811.9,892.3,1.099,0.281,3.59,0,0
MTR-002718,CUS-002718,Karachi,Commercial,1092.0,1217.9,1.115,0.338,3.07,0,0
MTR-000840,CUS-000840,Karachi,Commercial,999.8,761.2,0.761,0.341,3.02,1,0
MTR-002957,CUS-002957,Multan,Residential,193.7,163.7,0.845,0.402,0.34,0,0
MTR-001351,CUS-001351,Karachi,Residential,204.0,233.4,1.144,0.203,1.3,0,0
MTR-002825,CUS-002825,Karachi,Residential,123.2,130.2,1.057,0.374,1.86,0,0
MTR-002366,CUS-002366,Peshawar,Commercial,600.8,613.9,1.022,0.301,1.29,0,0
MTR-001882,CUS-001882,Karachi,Residential,261.2,230.3,0.882,0.27,0.84,0,0
MTR-000680,CUS-000680,Karachi,Residential,230.8,243.0,1.053,0.208,2.42,0,0
MTR-000729,CUS-000729,Rawalpindi,Industrial,3618.7,4148.0,1.146,0.349,3.0,0,0
MTR-000789,CUS-000789,Rawalpindi,Industrial,7070.2,9036.8,1.278,0.226,0.6,0,0
MTR-001813,CUS-001813,Peshawar,Residential,218.5,209.2,0.957,0.341,3.04,0,0
MTR-001345,CUS-001345,Karachi,Residential,256.3,283.3,1.105,0.454,2.22,0,0
MTR-001868,CUS-001868,Islamabad,Residential,168.3,205.8,1.223,0.378,3.62,1,0
MTR-002069,CUS-002069,Rawalpindi,Residential,161.8,133.7,0.826,0.411,2.79,0,0
MTR-000432,CUS-000432,Faisalabad,Commercial,827.0,1005.5,1.216,0.242,2.13,1,0
MTR-000564,CUS-000564,Rawalpindi,Residential,230.0,235.5,1.024,0.361,2.14,1,0
MTR-001748,CUS-001748,Faisalabad,Residential,137.7,138.9,1.009,0.208,2.0,0,0
MTR-001776,CUS-001776,Lahore,Residential,138.7,129.7,0.935,0.281,3.82,0,0
MTR-000070,CUS-000070,Peshawar,Commercial,773.4,739.6,0.956,0.439,2.61,1,0
MTR-001788,CUS-001788,Islamabad,Residential,248.9,226.6,0.911,0.251,1.63,0,0
MTR-001229,CUS-001229,Islamabad,Industrial,4792.7,4244.6,0.886,0.389,2.57,1,0
MTR-001512,CUS-001512,Faisalabad,Residential,96.7,101.9,1.054,0.381,2.47,0,0
MTR-000056,CUS-000056,Islamabad,Industrial,2859.2,3241.0,1.134,0.386,1.58,0,0
MTR-001601,CUS-001601,Rawalpindi,Residential,108.7,95.0,0.874,0.199,1.18,0,0
MTR-000651,CUS-000651,Rawalpindi,Residential,130.9,120.0,0.917,0.342,3.18,0,0
MTR-002176,CUS-002176,Peshawar,Residential,221.8,228.6,1.031,0.287,1.74,0,0
MTR-000897,CUS-000897,Lahore,Commercial,1677.5,585.3,0.349,0.771,5.12,1,1
MTR-000785,CUS-000785,Rawalpindi,Residential,157.6,162.2,1.029,0.168,2.58,0,0
MTR-000309,CUS-000309,Rawalpindi,Residential,188.3,182.2,0.968,0.329,1.48,1,0
MTR-002404,CUS-002404,Rawalpindi,Residential,194.7,156.4,0.803,0.318,2.23,0,0
MTR-001741,CUS-001741,Faisalabad,Commercial,1197.3,1265.1,1.057,0.141,1.62,0,0
MTR-000907,CUS-000907,Multan,Residential,154.9,144.5,0.933,0.229,0.1,1,0
MTR-000602,CUS-000602,Lahore,Commercial,616.5,692.3,1.123,0.154,2.39,0,0
MTR-001178,CUS-001178,Lahore,Residential,255.3,249.3,0.977,0.242,2.26,2,0
MTR-002297,CUS-002297,Rawalpindi,Residential,177.0,161.9,0.915,0.344,2.35,0,0
MTR-001745,CUS-001745,Multan,Residential,175.4,48.8,0.278,0.731,2.49,3,1
MTR-001161,CUS-001161,Multan,Commercial,678.3,779.4,1.149,0.314,0.65,0,0
MTR-001509,CUS-001509,Peshawar,Residential,139.6,170.5,1.221,0.217,3.16,0,0
MTR-002095,CUS-002095,Karachi,Residential,236.9,253.8,1.071,0.39,2.07,0,0
MTR-001577,CUS-001577,Rawalpindi,Residential,290.6,270.1,0.929,0.298,0.11,0,0
MTR-000572,CUS-000572,Lahore,Industrial,1146.5,1151.0,1.004,0.303,2.08,0,0
MTR-000554,CUS-000554,Peshawar,Commercial,881.1,870.7,0.988,0.375,0.43,0,0
MTR-000945,CUS-000945,Rawalpindi,Residential,257.8,253.2,0.982,0.221,1.43,0,0
MTR-002996,CUS-002996,Karachi,Commercial,423.6,410.7,0.969,0.318,2.25,0,0
MTR-000874,CUS-000874,Peshawar,Residential,143.3,126.7,0.884,0.334,2.26,0,0
MTR-002994,CUS-002994,Peshawar,Residential,215.7,241.0,1.117,0.256,3.01,0,0
MTR-001569,CUS-001569,Multan,Residential,217.2,239.6,1.103,0.352,2.47,0,0
MTR-002668,CUS-002668,Peshawar,Residential,158.4,158.8,1.003,0.338,2.53,1,0
MTR-002627,CUS-002627,Peshawar,Residential,249.8,287.5,1.151,0.292,1.62,0,0
MTR-001553,CUS-001553,Peshawar,Residential,132.3,141.7,1.071,0.289,1.15,0,0
MTR-000120,CUS-000120,Multan,Commercial,831.4,720.0,0.866,0.342,2.05,0,0
MTR-002659,CUS-002659,Faisalabad,Residential,187.3,179.3,0.957,0.363,3.02,0,0
MTR-000809,CUS-000809,Islamabad,Residential,98.1,115.5,1.178,0.305,2.83,0,0
MTR-002186,CUS-002186,Multan,Residential,193.3,184.9,0.957,0.39,1.8,0,0
MTR-001618,CUS-001618,Karachi,Commercial,1157.7,1061.4,0.917,0.353,1.94,0,0
MTR-000313,CUS-000313,Karachi,Residential,184.6,200.6,1.087,0.157,1.1,0,0
MTR-001562,CUS-001562,Faisalabad,Commercial,693.0,669.7,0.966,0.188,3.15,0,0
MTR-000233,CUS-000233,Rawalpindi,Residential,78.2,83.5,1.067,0.395,3.62,1,0
MTR-000507,CUS-000507,Peshawar,Residential,282.0,280.8,0.996,0.28,2.44,0,0
MTR-001336,CUS-001336,Multan,Residential,216.8,196.1,0.904,0.313,0.36,2,0
MTR-001385,CUS-001385,Karachi,Residential,125.4,115.0,0.917,0.391,2.67,0,0
MTR-000111,CUS-000111,Multan,Residential,174.7,139.4,0.798,0.299,3.65,1,0
MTR-001578,CUS-001578,Islamabad,Commercial,1498.1,1299.4,0.867,0.303,0.88,0,0
MTR-000410,CUS-000410,Rawalpindi,Residential,190.5,204.9,1.075,0.231,2.85,1,0
MTR-000218,CUS-000218,Faisalabad,Residential,150.3,172.0,1.145,0.33,1.81,1,0
MTR-002114,CUS-002114,Multan,Residential,238.1,220.7,0.927,0.347,3.24,0,0
MTR-001307,CUS-001307,Karachi,Commercial,831.8,694.6,0.835,0.254,0.84,0,0
MTR-001080,CUS-001080,Islamabad,Residential,216.4,245.9,1.137,0.226,1.57,0,0
MTR-000759,CUS-000759,Karachi,Residential,66.0,75.2,1.14,0.51,0.43,0,0
MTR-000911,CUS-000911,Faisalabad,Residential,122.7,133.3,1.087,0.293,2.34,0,0
MTR-000807,CUS-000807,Multan,Residential,268.8,222.0,0.826,0.245,2.55,0,0
MTR-000439,CUS-000439,Karachi,Residential,138.3,146.8,1.062,0.357,2.34,0,0
MTR-000544,CUS-000544,Peshawar,Industrial,1612.9,1719.7,1.066,0.296,1.48,0,0
MTR-000485,CUS-000485,Karachi,Commercial,395.3,438.0,1.108,0.213,1.56,0,0
MTR-002475,CUS-002475,Islamabad,Residential,234.1,238.3,1.018,0.339,1.67,0,0
MTR-000387,CUS-000387,Lahore,Residential,212.1,193.0,0.91,0.232,2.89,1,0
MTR-002916,CUS-002916,Faisalabad,Residential,80.4,76.5,0.951,0.426,0.55,0,0
MTR-001192,CUS-001192,Faisalabad,Commercial,1528.7,1744.6,1.141,0.34,1.66,1,0
MTR-001230,CUS-001230,Lahore,Residential,298.4,312.0,1.046,0.278,0.53,0,0
MTR-001210,CUS-001210,Multan,Residential,188.9,159.2,0.843,0.309,1.59,0,0
MTR-001273,CUS-001273,Karachi,Commercial,930.9,1121.5,1.205,0.372,1.99,0,0
MTR-001939,CUS-001939,Islamabad,Residential,218.4,94.8,0.434,0.683,7.33,2,1
MTR-002303,CUS-002303,Islamabad,Residential,177.9,213.4,1.199,0.47,1.33,0,0
MTR-000930,CUS-000930,Lahore,Residential,222.7,253.0,1.136,0.391,3.03,0,0
MTR-000135,CUS-000135,Peshawar,Residential,230.2,204.6,0.889,0.339,0.29,0,0
MTR-001780,CUS-001780,Rawalpindi,Residential,143.6,149.3,1.04,0.225,2.04,0,0
MTR-002167,CUS-002167,Islamabad,Residential,128.8,138.1,1.072,0.288,2.04,0,0
MTR-001497,CUS-001497,Islamabad,Residential,132.8,111.4,0.839,0.338,2.75,0,0
MTR-002256,CUS-002256,Peshawar,Residential,110.5,95.0,0.859,0.234,1.45,0,0
MTR-000366,CUS-000366,Peshawar,Residential,239.0,260.3,1.089,0.403,1.22,1,0
MTR-002024,CUS-002024,Islamabad,Residential,158.5,174.1,1.099,0.222,0.1,0,0
MTR-002897,CUS-002897,Karachi,Industrial,1181.9,1517.8,1.284,0.249,2.33,0,0
MTR-000029,CUS-000029,Rawalpindi,Residential,235.2,227.9,0.969,0.255,1.36,1,0
MTR-002501,CUS-002501,Rawalpindi,Residential,155.2,123.9,0.798,0.36,3.03,0,0
MTR-002968,CUS-002968,Islamabad,Residential,176.1,172.9,0.982,0.236,2.51,0,0
MTR-001047,CUS-001047,Lahore,Residential,95.9,21.9,0.228,0.829,7.88,2,1
MTR-002887,CUS-002887,Karachi,Residential,99.3,95.0,0.956,0.387,1.13,0,0
MTR-001421,CUS-001421,Karachi,Residential,91.1,92.2,1.012,0.264,2.2,1,0
MTR-001488,CUS-001488,Multan,Residential,204.2,188.5,0.923,0.215,2.19,0,0
MTR-000183,CUS-000183,Peshawar,Residential,65.5,74.9,1.143,0.24,1.5,0,0
MTR-001134,CUS-001134,Multan,Commercial,999.2,1088.5,1.089,0.437,3.23,0,0
MTR-000188,CUS-000188,Multan,Residential,193.8,174.7,0.902,0.247,2.78,0,0
MTR-000420,CUS-000420,Islamabad,Residential,145.9,136.8,0.937,0.29,4.03,0,0
MTR-000170,CUS-000170,Rawalpindi,Residential,143.8,132.1,0.918,0.264,2.69,0,0
MTR-001377,CUS-001377,Multan,Residential,145.8,113.3,0.777,0.201,3.87,0,0
MTR-000460,CUS-000460,Rawalpindi,Commercial,647.7,588.5,0.909,0.241,3.85,0,0
MTR-000043,CUS-000043,Multan,Residential,197.3,155.3,0.787,0.196,1.51,0,0
MTR-000087,CUS-000087,Faisalabad,Residential,125.5,139.6,1.112,0.376,0.53,0,0
MTR-001322,CUS-001322,Multan,Residential,200.6,225.0,1.122,0.308,3.69,0,0
MTR-001740,CUS-001740,Faisalabad,Residential,84.7,81.7,0.964,0.499,2.69,1,0
MTR-000705,CUS-000705,Rawalpindi,Residential,45.5,46.6,1.025,0.243,2.52,0,0
MTR-000903,CUS-000903,Karachi,Residential,237.5,268.0,1.129,0.231,1.55,1,0
MTR-000282,CUS-000282,Faisalabad,Residential,136.9,46.3,0.338,0.67,7.92,3,1
MTR-002458,CUS-002458,Karachi,Residential,163.4,202.7,1.241,0.385,3.02,0,0
MTR-000693,CUS-000693,Islamabad,Residential,212.4,219.0,1.031,0.331,2.66,0,0
MTR-002089,CUS-002089,Lahore,Commercial,1122.3,1317.9,1.174,0.211,1.39,0,0
MTR-002066,CUS-002066,Karachi,Commercial,957.4,968.3,1.011,0.44,3.54,0,0
MTR-000257,CUS-000257,Islamabad,Residential,181.1,178.5,0.986,0.294,2.12,1,0
MTR-002644,CUS-002644,Peshawar,Residential,226.5,244.9,1.081,0.266,2.68,0,0
MTR-002594,CUS-002594,Rawalpindi,Residential,121.7,129.8,1.066,0.391,2.84,0,0
MTR-002442,CUS-002442,Multan,Residential,223.4,207.1,0.927,0.298,4.13,0,0
MTR-002883,CUS-002883,Faisalabad,Residential,198.1,178.5,0.901,0.207,2.41,0,0
MTR-001216,CUS-001216,Lahore,Residential,147.0,148.3,1.009,0.303,1.95,0,0
MTR-001041,CUS-001041,Faisalabad,Residential,222.2,171.8,0.773,0.237,3.91,0,0
MTR-002453,CUS-002453,Lahore,Residential,177.9,171.3,0.963,0.059,3.11,0,0
MTR-000149,CUS-000149,Faisalabad,Residential,181.8,160.4,0.882,0.229,2.31,2,0
MTR-001736,CUS-001736,Karachi,Residential,96.2,89.5,0.931,0.258,2.24,0,0
MTR-002358,CUS-002358,Karachi,Commercial,1140.5,1033.9,0.907,0.208,0.1,0,0
MTR-002392,CUS-002392,Islamabad,Residential,259.4,86.5,0.333,0.631,4.29,3,1
MTR-002441,CUS-002441,Multan,Residential,168.2,177.2,1.054,0.238,0.6,0,0
MTR-002112,CUS-002112,Karachi,Residential,119.3,120.1,1.006,0.338,0.1,0,0
MTR-002417,CUS-002417,Karachi,Commercial,1045.0,996.9,0.954,0.201,1.4,0,0
MTR-000134,CUS-000134,Multan,Residential,105.1,118.1,1.124,0.373,0.62,1,0
MTR-002930,CUS-002930,Multan,Residential,267.2,296.1,1.108,0.198,1.64,0,0
MTR-000831,CUS-000831,Karachi,Residential,157.1,155.0,0.987,0.113,2.31,0,0
MTR-001800,CUS-001800,Rawalpindi,Residential,164.6,191.4,1.163,0.399,2.51,0,0
MTR-002929,CUS-002929,Karachi,Residential,253.2,247.4,0.977,0.232,1.89,0,0
MTR-002988,CUS-002988,Faisalabad,Residential,213.4,218.6,1.025,0.441,0.71,3,0
MTR-001898,CUS-001898,Rawalpindi,Commercial,1312.7,1222.2,0.931,0.345,1.88,0,0
MTR-000864,CUS-000864,Faisalabad,Commercial,456.8,435.2,0.953,0.363,0.93,1,0
MTR-000528,CUS-000528,Islamabad,Commercial,584.5,540.5,0.925,0.384,3.4,0,0
MTR-002219,CUS-002219,Multan,Residential,205.3,222.2,1.083,0.309,1.85,0,0
MTR-000430,CUS-000430,Rawalpindi,Residential,214.8,224.5,1.045,0.31,0.86,1,0
MTR-002743,CUS-002743,Lahore,Residential,195.7,171.0,0.874,0.403,0.95,0,0
MTR-001744,CUS-001744,Multan,Residential,87.5,93.4,1.068,0.309,2.01,0,0
MTR-000610,CUS-000610,Multan,Residential,249.0,302.6,1.215,0.242,2.06,1,0
MTR-000949,CUS-000949,Peshawar,Industrial,4144.9,3816.6,0.921,0.347,1.81,0,0
MTR-002811,CUS-002811,Faisalabad,Residential,235.1,55.1,0.234,0.659,7.15,2,1
MTR-000221,CUS-000221,Multan,Residential,193.8,194.0,1.001,0.406,1.04,0,0
MTR-001915,CUS-001915,Peshawar,Residential,222.4,259.2,1.165,0.407,3.0,0,0
MTR-002411,CUS-002411,Peshawar,Industrial,2881.8,2730.2,0.947,0.396,1.91,1,0
MTR-001036,CUS-001036,Multan,Commercial,959.3,1171.3,1.221,0.393,2.86,0,0
MTR-002645,CUS-002645,Islamabad,Residential,222.5,194.3,0.873,0.293,1.37,0,0
MTR-000932,CUS-000932,Rawalpindi,Commercial,1089.2,1113.8,1.023,0.291,2.78,0,0
MTR-002555,CUS-002555,Peshawar,Residential,154.6,123.0,0.796,0.202,1.19,0,0
MTR-000173,CUS-000173,Karachi,Residential,146.7,130.2,0.888,0.44,3.65,1,0
MTR-000565,CUS-000565,Multan,Residential,190.2,185.3,0.974,0.261,1.92,0,0
MTR-001960,CUS-001960,Islamabad,Commercial,1098.4,1134.0,1.032,0.327,1.57,0,0
MTR-000812,CUS-000812,Karachi,Residential,82.6,94.9,1.149,0.32,0.83,1,0
MTR-002687,CUS-002687,Faisalabad,Residential,153.4,140.5,0.916,0.193,2.17,0,0
MTR-000958,CUS-000958,Islamabad,Residential,214.3,58.6,0.274,0.704,5.04,1,1
MTR-000527,CUS-000527,Faisalabad,Residential,173.1,145.3,0.839,0.3,0.66,0,0
MTR-001413,CUS-001413,Karachi,Commercial,314.3,352.4,1.121,0.264,1.26,0,0
MTR-001611,CUS-001611,Islamabad,Residential,207.7,240.4,1.157,0.293,0.1,0,0
MTR-000272,CUS-000272,Lahore,Residential,168.8,189.8,1.125,0.385,0.87,1,0
MTR-000926,CUS-000926,Rawalpindi,Residential,194.8,219.0,1.124,0.318,1.88,1,0
MTR-001739,CUS-001739,Peshawar,Residential,215.9,213.5,0.989,0.361,2.35,0,0
MTR-000847,CUS-000847,Karachi,Residential,239.5,247.5,1.033,0.336,1.68,0,0
MTR-000952,CUS-000952,Islamabad,Residential,165.5,163.6,0.988,0.275,2.47,0,0
MTR-001620,CUS-001620,Karachi,Residential,159.7,158.8,0.995,0.22,1.04,0,0
MTR-002999,CUS-002999,Islamabad,Residential,168.0,43.6,0.26,0.625,7.11,1,1
MTR-002315,CUS-002315,Islamabad,Commercial,895.3,925.6,1.034,0.307,1.92,0,0
MTR-001912,CUS-001912,Rawalpindi,Residential,156.0,163.8,1.05,0.373,1.79,0,0
MTR-002593,CUS-002593,Karachi,Commercial,704.4,787.7,1.118,0.288,2.0,2,0
MTR-002031,CUS-002031,Karachi,Commercial,831.1,870.2,1.047,0.276,1.4,1,0
MTR-001100,CUS-001100,Peshawar,Residential,238.6,263.8,1.106,0.282,0.47,0,0
MTR-001292,CUS-001292,Lahore,Residential,198.7,181.0,0.911,0.227,0.95,0,0
MTR-002875,CUS-002875,Karachi,Residential,227.7,266.6,1.171,0.416,0.59,1,0
MTR-000168,CUS-000168,Islamabad,Residential,140.0,135.9,0.971,0.391,1.77,0,0
MTR-002376,CUS-002376,Multan,Residential,199.7,150.6,0.754,0.203,2.68,0,0
MTR-001467,CUS-001467,Faisalabad,Residential,219.3,209.1,0.953,0.364,3.48,0,0
MTR-002766,CUS-002766,Multan,Residential,202.0,216.0,1.069,0.152,1.54,0,0
MTR-001398,CUS-001398,Faisalabad,Residential,194.4,196.3,1.01,0.379,1.84,0,0
MTR-001228,CUS-001228,Peshawar,Commercial,374.5,287.2,0.767,0.244,3.88,0,0
MTR-002234,CUS-002234,Karachi,Residential,278.1,285.3,1.026,0.329,1.6,0,0
MTR-001738,CUS-001738,Rawalpindi,Commercial,529.5,537.6,1.015,0.146,1.37,0,0
MTR-000367,CUS-000367,Multan,Residential,283.8,250.7,0.883,0.204,1.87,0,0
MTR-002275,CUS-002275,Faisalabad,Residential,141.1,150.7,1.068,0.337,1.58,0,0
MTR-000867,CUS-000867,Islamabad,Residential,141.1,138.8,0.984,0.244,1.32,0,0
MTR-001302,CUS-001302,Peshawar,Industrial,4384.7,3358.1,0.766,0.233,0.59,0,0
MTR-000351,CUS-000351,Faisalabad,Commercial,1062.2,1150.8,1.083,0.412,3.59,0,0
MTR-002394,CUS-002394,Peshawar,Commercial,1081.3,1104.0,1.021,0.477,2.55,0,0
MTR-002503,CUS-002503,Karachi,Industrial,4898.9,5788.7,1.182,0.375,3.62,1,0
MTR-000979,CUS-000979,Rawalpindi,Commercial,281.9,252.6,0.896,0.213,2.95,0,0
MTR-001847,CUS-001847,Faisalabad,Residential,162.5,158.0,0.972,0.441,2.02,1,0
MTR-002370,CUS-002370,Islamabad,Commercial,720.2,812.3,1.128,0.175,0.33,0,0
MTR-000498,CUS-000498,Lahore,Residential,188.5,167.8,0.89,0.276,1.09,1,0
MTR-001628,CUS-001628,Islamabad,Residential,184.4,207.2,1.124,0.304,1.65,0,0
MTR-000210,CUS-000210,Karachi,Industrial,8179.8,9217.2,1.127,0.454,1.04,0,0
MTR-002470,CUS-002470,Peshawar,Residential,217.4,225.6,1.038,0.373,0.18,0,0
MTR-000601,CUS-000601,Karachi,Residential,135.4,132.7,0.98,0.263,1.11,0,0
MTR-000227,CUS-000227,Rawalpindi,Commercial,784.0,723.1,0.922,0.224,1.81,0,0
MTR-000365,CUS-000365,Peshawar,Residential,164.5,150.3,0.913,0.38,3.59,1,0
MTR-000581,CUS-000581,Faisalabad,Residential,160.2,166.2,1.037,0.257,1.33,0,0
MTR-002855,CUS-002855,Rawalpindi,Industrial,6071.7,3975.2,0.655,0.317,2.66,1,0
MTR-002178,CUS-002178,Multan,Industrial,4252.6,3968.3,0.933,0.19,1.02,0,0
MTR-002018,CUS-002018,Lahore,Residential,228.7,209.6,0.917,0.346,1.78,1,0
MTR-000859,CUS-000859,Rawalpindi,Residential,209.3,184.5,0.881,0.339,1.97,0,0
MTR-000407,CUS-000407,Multan,Industrial,1820.5,1861.1,1.022,0.201,3.6,0,0
MTR-001920,CUS-001920,Lahore,Residential,153.5,126.4,0.824,0.383,0.1,0,0
MTR-001613,CUS-001613,Karachi,Commercial,1153.8,1320.3,1.144,0.344,1.19,0,0
MTR-000678,CUS-000678,Karachi,Commercial,1272.7,256.8,0.202,0.763,6.44,2,1
MTR-001264,CUS-001264,Peshawar,Residential,158.3,184.1,1.163,0.27,2.42,1,0
MTR-002407,CUS-002407,Karachi,Residential,182.0,170.5,0.937,0.314,0.82,0,0
MTR-000691,CUS-000691,Rawalpindi,Commercial,695.5,712.8,1.025,0.305,1.96,0,0
MTR-000007,CUS-000007,Karachi,Residential,279.7,307.3,1.099,0.288,2.01,0,0
